frame,time_sec,mediapipe_processed,hand_detected,thumb_x,thumb_y,index_x,index_y,middle_x,middle_y,wrist_x,wrist_y,active_x,active_y,active_std_reference_distance,active_x_std_px,active_y_std_px,active_std_total_px,active_x_std_norm,active_y_std_norm,active_std_total_norm,active_std_valid_frames,reference_distance,thumb_index_ratio,index_middle_ratio,thumb_middle_ratio,pinch_detected,pinch_detected_frame_count,thumb_ip_angle,index_pip_angle,middle_pip_angle,direction_sign_x,direction_sign_y,rolling_direction_change_count_x,rolling_direction_change_count_y,rolling_repetition_count
56,1.8333333333333333,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
57,1.8666666666666667,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
58,1.9,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
59,1.9333333333333333,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
60,1.9666666666666666,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
61,2.0,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
62,2.033333333333333,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
63,2.066666666666667,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
64,2.1,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
65,2.1333333333333333,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
66,2.1666666666666665,1,1,593.0055999755859,15.52809476852417,566.5453720092773,106.90509796142578,538.9646911621094,129.67523574829102,466.0685729980469,-39.33620095252991,579.7754859924316,61.216596364974976,,,,,,,,0,70.6092952250022,1.3472866998369246,0.5065272187064238,1.7886210010011163,0,0,163.6825519342775,173.51565674347316,175.8886255284508,0,0,0,0,0
67,2.2,0,1,593.0055999755859,15.52809476852417,566.5453720092773,106.90509796142578,538.9646911621094,129.67523574829102,466.0685729980469,-39.33620095252991,579.7754859924316,61.216596364974976,,,,,,,,0,70.6092952250022,1.3472866998369246,0.5065272187064238,1.7886210010011163,0,0,163.6825519342775,173.51565674347316,175.8886255284508,0,0,0,0,0
68,2.2333333333333334,0,1,593.0055999755859,15.52809476852417,566.5453720092773,106.90509796142578,538.9646911621094,129.67523574829102,466.0685729980469,-39.33620095252991,579.7754859924316,61.216596364974976,,,,,,,,0,70.6092952250022,1.3472866998369246,0.5065272187064238,1.7886210010011163,0,0,163.6825519342775,173.51565674347316,175.8886255284508,0,0,0,0,0
69,2.2666666666666666,1,1,590.103874206543,103.6122465133667,553.5011672973633,141.66768550872803,527.9047393798828,161.75966262817383,471.78306579589844,-6.319814622402191,571.8025207519531,122.63996601104736,,,,,,,,0,82.28949490022036,0.641652674829704,0.3954356606262552,1.034713808650108,0,0,172.69464506326543,177.78494650125768,178.28194438992156,0,0,0,0,0
70,2.3,0,1,590.103874206543,103.6122465133667,553.5011672973633,141.66768550872803,527.9047393798828,161.75966262817383,471.78306579589844,-6.319814622402191,571.8025207519531,122.63996601104736,,,,,,,,0,82.28949490022036,0.641652674829704,0.3954356606262552,1.034713808650108,0,0,172.69464506326543,177.78494650125768,178.28194438992156,0,0,0,0,0
71,2.3333333333333335,0,1,590.103874206543,103.6122465133667,553.5011672973633,141.66768550872803,527.9047393798828,161.75966262817383,471.78306579589844,-6.319814622402191,571.8025207519531,122.63996601104736,,,,,,,,0,82.28949490022036,0.641652674829704,0.3954356606262552,1.034713808650108,0,0,172.69464506326543,177.78494650125768,178.28194438992156,0,0,0,0,0
72,2.3666666666666667,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
73,2.4,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
74,2.433333333333333,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,0,0,0,0,0
75,2.466666666666667,1,1,612.0585632324219,216.78287029266357,566.741943359375,295.7277488708496,539.3766784667969,310.1945972442627,515.9882354736328,117.25593566894531,589.4002532958984,256.2553095817566,,,,,,,,0,87.66226783546368,1.0383813448180548,0.353104674205668,1.3501489267395395,0,0,169.37684325030412,175.1370327171655,178.00884871017644,0,0,0,0,0
76,2.5,0,1,612.0585632324219,216.78287029266357,566.741943359375,295.7277488708496,539.3766784667969,310.1945972442627,515.9882354736328,117.25593566894531,589.4002532958984,256.2553095817566,,,,,,,,0,87.66226783546368,1.0383813448180548,0.353104674205668,1.3501489267395395,0,0,169.37684325030412,175.1370327171655,178.00884871017644,0,0,0,0,0
77,2.533333333333333,0,1,612.0585632324219,216.78287029266357,566.741943359375,295.7277488708496,539.3766784667969,310.1945972442627,515.9882354736328,117.25593566894531,589.4002532958984,256.2553095817566,,,,,,,,0,87.66226783546368,1.0383813448180548,0.353104674205668,1.3501489267395395,0,0,169.37684325030412,175.1370327171655,178.00884871017644,0,0,0,0,0
78,2.566666666666667,1,1,617.4893569946289,238.08517456054688,567.9170227050781,315.39347648620605,542.8328323364258,329.157657623291,517.7948760986328,130.5210542678833,592.7031898498535,276.73932552337646,,,,,,,,0,91.68219147323674,1.0016858801336685,0.3120823903476009,1.2844544355406768,0,0,171.46620057182346,176.19398817428802,176.42209532401748,0,0,0,0,0
79,2.6,0,1,617.4893569946289,238.08517456054688,567.9170227050781,315.39347648620605,542.8328323364258,329.157657623291,517.7948760986328,130.5210542678833,592.7031898498535,276.73932552337646,,,,,,,,0,91.68219147323674,1.0016858801336685,0.3120823903476009,1.2844544355406768,0,0,171.46620057182346,176.19398817428802,176.42209532401748,0,0,0,0,0
80,2.6333333333333333,0,1,617.4893569946289,238.08517456054688,567.9170227050781,315.39347648620605,542.8328323364258,329.157657623291,517.7948760986328,130.5210542678833,592.7031898498535,276.73932552337646,,,,,,,,0,91.68219147323674,1.0016858801336685,0.3120823903476009,1.2844544355406768,0,0,171.46620057182346,176.19398817428802,176.42209532401748,0,0,0,0,0
81,2.6666666666666665,1,1,617.032585144043,245.5865478515625,563.9595031738281,324.97461318969727,542.5616455078125,336.32649421691895,519.3375778198242,139.10179138183594,590.4960441589355,285.2805805206299,,,,,,,,0,92.29248299973024,1.0346952221193317,0.26245455721227207,1.2718998042992764,0,0,170.59840566866646,175.68048712883424,179.5515021654011,0,0,0,0,0
82,2.7,0,1,617.032585144043,245.5865478515625,563.9595031738281,324.97461318969727,542.5616455078125,336.32649421691895,519.3375778198242,139.10179138183594,590.4960441589355,285.2805805206299,,,,,,,,0,92.29248299973024,1.0346952221193317,0.26245455721227207,1.2718998042992764,0,0,170.59840566866646,175.68048712883424,179.5515021654011,0,0,0,0,0
83,2.7333333333333334,0,1,617.032585144043,245.5865478515625,563.9595031738281,324.97461318969727,542.5616455078125,336.32649421691895,519.3375778198242,139.10179138183594,590.4960441589355,285.2805805206299,,,,,,,,0,92.29248299973024,1.0346952221193317,0.26245455721227207,1.2718998042992764,0,0,170.59840566866646,175.68048712883424,179.5515021654011,0,0,0,0,0
84,2.7666666666666666,1,1,611.849365234375,245.278902053833,561.3956069946289,321.92994117736816,541.4831161499023,336.68798446655273,516.461067199707,137.51758575439453,586.622486114502,283.6044216156006,,,,,,,,0,92.9163451428403,0.9876174947069586,0.26674768600476884,1.2415049028729714,0,0,166.78743510525027,174.74427914577575,178.58916302801723,0,0,0,0,0
85,2.8,0,1,611.849365234375,245.278902053833,561.3956069946289,321.92994117736816,541.4831161499023,336.68798446655273,516.461067199707,137.51758575439453,586.622486114502,283.6044216156006,,,,,,,,0,92.9163451428403,0.9876174947069586,0.26674768600476884,1.2415049028729714,0,0,166.78743510525027,174.74427914577575,178.58916302801723,0,0,0,0,0
86,2.8333333333333335,0,1,611.849365234375,245.278902053833,561.3956069946289,321.92994117736816,541.4831161499023,336.68798446655273,516.461067199707,137.51758575439453,586.622486114502,283.6044216156006,,,,,,,,0,92.9163451428403,0.9876174947069586,0.26674768600476884,1.2415049028729714,0,0,166.78743510525027,174.74427914577575,178.58916302801723,0,0,0,0,0
87,2.8666666666666667,1,1,611.8722152709961,244.3223762512207,561.6800689697266,321.52350425720215,541.5169906616211,335.980281829834,516.1567306518555,136.1392307281494,586.7761421203613,282.9229402542114,,,,,,,,0,92.2753508804434,0.9979146932740468,0.2688718330492306,1.2521941455213081,0,0,171.11577329523595,175.65431317541405,179.4266508970734,0,0,0,0,0
88,2.9,0,1,611.8722152709961,244.3223762512207,561.6800689697266,321.52350425720215,541.5169906616211,335.980281829834,516.1567306518555,136.1392307281494,586.7761421203613,282.9229402542114,,,,,,,,0,92.2753508804434,0.9979146932740468,0.2688718330492306,1.2521941455213081,0,0,171.11577329523595,175.65431317541405,179.4266508970734,0,0,0,0,0
89,2.933333333333333,0,1,611.8722152709961,244.3223762512207,561.6800689697266,321.52350425720215,541.5169906616211,335.980281829834,516.1567306518555,136.1392307281494,586.7761421203613,282.9229402542114,,,,,,,,0,92.2753508804434,0.9979146932740468,0.2688718330492306,1.2521941455213081,0,0,171.11577329523595,175.65431317541405,179.4266508970734,0,0,0,0,0
90,2.966666666666667,1,1,611.8317031860352,244.29925918579102,561.5847778320312,321.4346981048584,540.9814834594727,336.6277885437012,515.9965896606445,135.93572616577148,586.7082405090332,282.8669786453247,,,,,,,,0,92.74271541624269,0.9926143544825395,0.27602524531735423,1.2548697512097433,0,0,173.35916804676657,175.51720677541107,179.8702784877706,0,0,0,0,0
91,3.0,0,1,611.8317031860352,244.29925918579102,561.5847778320312,321.4346981048584,540.9814834594727,336.6277885437012,515.9965896606445,135.93572616577148,586.7082405090332,282.8669786453247,,,,,,,,0,92.74271541624269,0.9926143544825395,0.27602524531735423,1.2548697512097433,0,0,173.35916804676657,175.51720677541107,179.8702784877706,0,0,0,0,0
92,3.033333333333333,0,1,611.8317031860352,244.29925918579102,561.5847778320312,321.4346981048584,540.9814834594727,336.6277885437012,515.9965896606445,135.93572616577148,586.7082405090332,282.8669786453247,,,,,,,,0,92.74271541624269,0.9926143544825395,0.27602524531735423,1.2548697512097433,0,0,173.35916804676657,175.51720677541107,179.8702784877706,0,0,0,0,0
93,3.066666666666667,1,1,611.8607330322266,244.56745147705078,561.6303634643555,322.67958641052246,540.4867553710938,337.66244888305664,514.9231338500977,137.1338939666748,586.745548248291,283.6235189437866,,,,,,,,0,92.56433104349033,1.0032882006451969,0.27995726149394456,1.2673019967009294,0,0,174.55871095527462,174.75394411438612,179.1161831919279,0,0,0,0,0
94,3.1,0,1,611.8607330322266,244.56745147705078,561.6303634643555,322.67958641052246,540.4867553710938,337.66244888305664,514.9231338500977,137.1338939666748,586.745548248291,283.6235189437866,,,,,,,,0,92.56433104349033,1.0032882006451969,0.27995726149394456,1.2673019967009294,0,0,174.55871095527462,174.75394411438612,179.1161831919279,0,0,0,0,0
95,3.1333333333333333,0,1,611.8607330322266,244.56745147705078,561.6303634643555,322.67958641052246,540.4867553710938,337.66244888305664,514.9231338500977,137.1338939666748,586.745548248291,283.6235189437866,,,,,,,,0,92.56433104349033,1.0032882006451969,0.27995726149394456,1.2673019967009294,0,0,174.55871095527462,174.75394411438612,179.1161831919279,0,0,0,0,0
96,3.1666666666666665,1,1,614.6107482910156,244.02042388916016,562.1751403808594,322.15670585632324,541.3350677490234,337.64891624450684,513.1074905395508,136.96327686309814,588.3929443359375,283.0885648727417,,,,,,,,0,93.55946627239821,1.005775250475024,0.2775520161029232,1.2707780196280314,0,0,173.65856842142767,174.12433553577424,178.7875926048423,0,0,0,0,0
97,3.2,0,1,614.6107482910156,244.02042388916016,562.1751403808594,322.15670585632324,541.3350677490234,337.64891624450684,513.1074905395508,136.96327686309814,588.3929443359375,283.0885648727417,,,,,,,,0,93.55946627239821,1.005775250475024,0.2775520161029232,1.2707780196280314,0,0,173.65856842142767,174.12433553577424,178.7875926048423,0,0,0,0,0
98,3.2333333333333334,0,1,614.6107482910156,244.02042388916016,562.1751403808594,322.15670585632324,541.3350677490234,337.64891624450684,513.1074905395508,136.96327686309814,588.3929443359375,283.0885648727417,,,,,,,,0,93.55946627239821,1.005775250475024,0.2775520161029232,1.2707780196280314,0,0,173.65856842142767,174.12433553577424,178.7875926048423,0,0,0,0,0
99,3.2666666666666666,1,1,614.5365142822266,243.67206573486328,562.7960968017578,322.07242012023926,541.4410781860352,337.589693069458,513.6388397216797,138.28282356262207,588.6663055419922,282.87224292755127,,,,,,,,0,93.69008339833131,1.0026085549239672,0.28175230782182253,1.2702555711652788,0,0,172.9614574930764,174.2195472880597,178.8515822334285,0,0,0,0,0
100,3.3,0,1,614.5365142822266,243.67206573486328,562.7960968017578,322.07242012023926,541.4410781860352,337.589693069458,513.6388397216797,138.28282356262207,588.6663055419922,282.87224292755127,,,,,,,,0,93.69008339833131,1.0026085549239672,0.28175230782182253,1.2702555711652788,0,0,172.9614574930764,174.2195472880597,178.8515822334285,0,0,0,0,0
101,3.3333333333333335,0,1,614.5365142822266,243.67206573486328,562.7960968017578,322.07242012023926,541.4410781860352,337.589693069458,513.6388397216797,138.28282356262207,588.6663055419922,282.87224292755127,,,,,,,,0,93.69008339833131,1.0026085549239672,0.28175230782182253,1.2702555711652788,0,0,172.9614574930764,174.2195472880597,178.8515822334285,0,0,0,0,0
102,3.3666666666666667,1,1,612.9179000854492,243.9759349822998,562.6908493041992,321.8729782104492,541.6751861572266,337.42770195007324,513.1906890869141,139.95248794555664,587.8043746948242,282.9244565963745,,,,,,,,0,91.30609174644202,1.0151136644414869,0.28635427073780795,1.2869970175234065,0,0,175.0922000187055,173.95593535359424,178.8381990699699,0,0,0,0,0
103,3.4,0,1,612.9179000854492,243.9759349822998,562.6908493041992,321.8729782104492,541.6751861572266,337.42770195007324,513.1906890869141,139.95248794555664,587.8043746948242,282.9244565963745,,,,,,,,0,91.30609174644202,1.0151136644414869,0.28635427073780795,1.2869970175234065,0,0,175.0922000187055,173.95593535359424,178.8381990699699,0,0,0,0,0
104,3.433333333333333,0,1,612.9179000854492,243.9759349822998,562.6908493041992,321.8729782104492,541.6751861572266,337.42770195007324,513.1906890869141,139.95248794555664,587.8043746948242,282.9244565963745,,,,,,,,0,91.30609174644202,1.0151136644414869,0.28635427073780795,1.2869970175234065,0,0,175.0922000187055,173.95593535359424,178.8381990699699,0,0,0,0,0
105,3.466666666666667,1,1,613.4561538696289,244.22727584838867,562.5171661376953,322.0883274078369,541.5980911254883,337.56829261779785,512.2122955322266,138.76639366149902,587.9866600036621,283.1578016281128,,,,,,,,0,91.2002400325988,1.0202129530906558,0.28534769214974715,1.2916300645174437,0,0,173.70197200159123,174.38235225549596,178.57893591121774,0,0,0,0,0
106,3.5,0,1,613.4561538696289,244.22727584838867,562.5171661376953,322.0883274078369,541.5980911254883,337.56829261779785,512.2122955322266,138.76639366149902,587.9866600036621,283.1578016281128,,,,,,,,0,91.2002400325988,1.0202129530906558,0.28534769214974715,1.2916300645174437,0,0,173.70197200159123,174.38235225549596,178.57893591121774,0,0,0,0,0
107,3.533333333333333,0,1,613.4561538696289,244.22727584838867,562.5171661376953,322.0883274078369,541.5980911254883,337.56829261779785,512.2122955322266,138.76639366149902,587.9866600036621,283.1578016281128,,,,,,,,0,91.2002400325988,1.0202129530906558,0.28534769214974715,1.2916300645174437,0,0,173.70197200159123,174.38235225549596,178.57893591121774,0,0,0,0,0
108,3.566666666666667,1,1,614.5487594604492,243.41517448425293,562.3000335693359,321.56307220458984,541.3122177124023,336.5067958831787,512.8000640869141,138.6152458190918,588.4243965148926,282.4891233444214,,,,,,,,0,93.34490478019632,1.0070763157109581,0.2760127117016893,1.26891538312934,0,0,172.17300757746355,174.46848427201402,178.55314329721296,0,0,0,0,0
109,3.6,0,1,614.5487594604492,243.41517448425293,562.3000335693359,321.56307220458984,541.3122177124023,336.5067958831787,512.8000640869141,138.6152458190918,588.4243965148926,282.4891233444214,,,,,,,,0,93.34490478019632,1.0070763157109581,0.2760127117016893,1.26891538312934,0,0,172.17300757746355,174.46848427201402,178.55314329721296,0,0,0,0,0
110,3.6333333333333333,0,1,614.5487594604492,243.41517448425293,562.3000335693359,321.56307220458984,541.3122177124023,336.5067958831787,512.8000640869141,138.6152458190918,588.4243965148926,282.4891233444214,,,,,,,,0,93.34490478019632,1.0070763157109581,0.2760127117016893,1.26891538312934,0,0,172.17300757746355,174.46848427201402,178.55314329721296,0,0,0,0,0
111,3.6666666666666665,1,1,614.2572402954102,244.54153060913086,561.9935989379883,322.0469856262207,540.8123397827148,337.8156280517578,512.4377059936523,138.35001468658447,588.1254196166992,283.2942581176758,,,,,,,,0,91.70148899836205,1.0193988498139197,0.28795998639851844,1.2946250073645744,0,0,172.18701320502643,175.0439758014357,178.43977837474435,0,0,0,0,0
112,3.7,0,1,614.2572402954102,244.54153060913086,561.9935989379883,322.0469856262207,540.8123397827148,337.8156280517578,512.4377059936523,138.35001468658447,588.1254196166992,283.2942581176758,,,,,,,,0,91.70148899836205,1.0193988498139197,0.28795998639851844,1.2946250073645744,0,0,172.18701320502643,175.0439758014357,178.43977837474435,0,0,0,0,0
113,3.7333333333333334,0,1,614.2572402954102,244.54153060913086,561.9935989379883,322.0469856262207,540.8123397827148,337.8156280517578,512.4377059936523,138.35001468658447,588.1254196166992,283.2942581176758,,,,,,,,0,91.70148899836205,1.0193988498139197,0.28795998639851844,1.2946250073645744,0,0,172.18701320502643,175.0439758014357,178.43977837474435,0,0,0,0,0
114,3.7666666666666666,1,1,614.5060729980469,244.63090896606445,561.9097137451172,322.2722053527832,540.5614471435547,337.0725631713867,512.8263092041016,138.35546493530273,588.207893371582,283.4515571594238,,,,,,,,0,94.30038513207785,0.9944736793189519,0.2754696606204864,1.2553251617779235,0,0,168.97630523081614,174.68872310871694,177.7800920892439,0,0,0,0,0
115,3.8,0,1,614.5060729980469,244.63090896606445,561.9097137451172,322.2722053527832,540.5614471435547,337.0725631713867,512.8263092041016,138.35546493530273,588.207893371582,283.4515571594238,,,,,,,,0,94.30038513207785,0.9944736793189519,0.2754696606204864,1.2553251617779235,0,0,168.97630523081614,174.68872310871694,177.7800920892439,0,0,0,0,0
116,3.8333333333333335,0,1,614.5060729980469,244.63090896606445,561.9097137451172,322.2722053527832,540.5614471435547,337.0725631713867,512.8263092041016,138.35546493530273,588.207893371582,283.4515571594238,,,,,,,,0,94.30038513207785,0.9944736793189519,0.2754696606204864,1.2553251617779235,0,0,168.97630523081614,174.68872310871694,177.7800920892439,0,0,0,0,0
117,3.8666666666666667,1,1,613.1663513183594,243.61258506774902,561.0722351074219,321.7587661743164,539.8015213012695,337.17684745788574,512.1152496337891,138.82166862487793,587.1192932128906,282.6856756210327,,,,,,,,0,92.4161035806501,1.0162532922045053,0.28426762081827445,1.2865477159203842,0,0,176.28811837592113,174.97192006195434,178.76393585545125,0,0,0,0,0
118,3.9,0,1,613.1663513183594,243.61258506774902,561.0722351074219,321.7587661743164,539.8015213012695,337.17684745788574,512.1152496337891,138.82166862487793,587.1192932128906,282.6856756210327,,,,,,,,0,92.4161035806501,1.0162532922045053,0.28426762081827445,1.2865477159203842,0,0,176.28811837592113,174.97192006195434,178.76393585545125,0,0,0,0,0
119,3.933333333333333,0,1,613.1663513183594,243.61258506774902,561.0722351074219,321.7587661743164,539.8015213012695,337.17684745788574,512.1152496337891,138.82166862487793,587.1192932128906,282.6856756210327,,,,,,,,0,92.4161035806501,1.0162532922045053,0.28426762081827445,1.2865477159203842,0,0,176.28811837592113,174.97192006195434,178.76393585545125,0,0,0,0,0
120,3.966666666666667,1,1,624.4343566894531,234.5082664489746,566.2655258178711,323.08362007141113,539.3292236328125,337.56128311157227,509.4689178466797,137.5955057144165,595.3499412536621,278.79594326019287,,,,,,,,0,94.62495261836878,1.119873202364956,0.3231758764763433,1.4124373358805173,0,0,179.18482624630738,176.2561303301376,178.4747890812307,0,0,0,0,0
121,4.0,0,1,624.4343566894531,234.5082664489746,566.2655258178711,323.08362007141113,539.3292236328125,337.56128311157227,509.4689178466797,137.5955057144165,595.3499412536621,278.79594326019287,,,,,,,,0,94.62495261836878,1.119873202364956,0.3231758764763433,1.4124373358805173,0,0,179.18482624630738,176.2561303301376,178.4747890812307,0,0,0,0,0
122,4.033333333333333,0,1,624.4343566894531,234.5082664489746,566.2655258178711,323.08362007141113,539.3292236328125,337.56128311157227,509.4689178466797,137.5955057144165,595.3499412536621,278.79594326019287,,,,,,,,0,94.62495261836878,1.119873202364956,0.3231758764763433,1.4124373358805173,0,0,179.18482624630738,176.2561303301376,178.4747890812307,0,0,0,0,0
123,4.066666666666666,1,1,624.4696807861328,223.86295795440674,572.4094772338867,318.9653778076172,544.3715667724609,334.74191665649414,500.98567962646484,135.2087116241455,598.4395790100098,271.41416788101196,,,,,,,,0,95.85716735489144,1.1310500708406914,0.3356220882816506,1.4269559851564055,0,0,179.78329518346837,178.22292831251858,179.23715487659203,0,0,0,0,0
124,4.1,0,1,624.4696807861328,223.86295795440674,572.4094772338867,318.9653778076172,544.3715667724609,334.74191665649414,500.98567962646484,135.2087116241455,598.4395790100098,271.41416788101196,,,,,,,,0,95.85716735489144,1.1310500708406914,0.3356220882816506,1.4269559851564055,0,0,179.78329518346837,178.22292831251858,179.23715487659203,0,0,0,0,0
